,appid,average_2weeks,average_forever,ccu,developer,discount,genre,initialprice,languages,median_2weeks,median_forever,name,negative,owners,positive,price,publisher,score_rank,tags,userscore
648,31820,0,162,0,HeR Interactive,0,Adventure,699,English,0,237,Nancy Drew: The Haunted Carousel,4,"0 .. 20,000",33,699,HeR Interactive,74,6,90
649,31830,565,263,7,HeR Interactive,0,Adventure,699,English,565,373,Nancy Drew: Curse of Blackmoor Manor,7,"20,000 .. 50,000",61,699,HeR Interactive,74,6,89
650,31840,0,298,0,HeR Interactive,0,Adventure,699,English,0,302,Nancy Drew: Danger on Deception Island,2,"0 .. 20,000",31,699,HeR Interactive,87,6,93
651,31850,0,152,0,HeR Interactive,0,Adventure,699,English,0,156,Nancy Drew: Ghost Dogs of Moon Lake,3,"0 .. 20,000",33,699,HeR Interactive,80,6,90
652,31860,0,646,0,HeR Interactive,0,Adventure,699,English,0,646,Nancy Drew: Legend of the Crystal Skull,2,"0 .. 20,000",24,699,HeR Interactive,84,6,91
653,31870,0,143,0,HeR Interactive,0,"Adventure, Casual",699,English,0,143,"Nancy Drew Dossier: Lights, Camera, Curses!",11,"0 .. 20,000",10,699,HeR Interactive,10,5,38
654,31880,0,42,5,HeR Interactive,0,Adventure,699,English,0,42,Nancy Drew: Secret of the Old Clock,2,"0 .. 20,000",26,699,HeR Interactive,84,6,95
655,31890,104,243,0,HeR Interactive,0,Action,699,English,104,277,Nancy Drew: Secret of the Scarlet Hand,3,"0 .. 20,000",17,699,HeR Interactive,63,6,83
656,31900,0,0,0,HeR Interactive,0,Adventure,699,English,0,0,Nancy Drew: The Creature of Kapu Cave,7,"0 .. 20,000",18,699,HeR Interactive,36,5,66
657,31910,0,415,2,HeR Interactive,0,Adventure,699,English,0,415,Nancy Drew: The Haunting of Castle Malloy,5,"0 .. 20,000",25,699,HeR Interactive,58,6,81
658,31920,0,145,0,HeR Interactive,0,Adventure,699,English,0,145,Nancy Drew: The Phantom of Venice,5,"0 .. 20,000",18,699,HeR Interactive,47,6,80
659,31930,0,0,0,HeR Interactive,0,Adventure,699,English,0,0,Nancy Drew: The White Wolf of Icicle Creek,9,"0 .. 20,000",26,699,HeR Interactive,40,6,76
660,31980,0,328,0,HeR Interactive,0,Adventure,699,English,0,328,Nancy Drew: Ransom of the Seven Ships,8,"0 .. 20,000",16,699,HeR Interactive,27,6,69
661,32000,0,20,0,"Thinking Studios, Slam Dunk Studios",0,"Indie, Casual",499,English,0,20,Raycatcher,13,"0 .. 20,000",0,499,Thinking Studios,,2,0
662,32110,0,27,0,MumboJumbo,0,Casual,999,"English, French, German, Italian, Spanish - Spain, Swedish",0,25,LUXOR: Mah Jong,13,"0 .. 20,000",41,999,MumboJumbo,42,3,84
663,32120,0,174,0,MumboJumbo,0,Casual,999,"English, French, German, Italian, Spanish - Spain, Swedish",0,255,Chainz 2: Relinked,19,"0 .. 20,000",24,999,MumboJumbo,,3,0
664,32140,0,111,0,MumboJumbo,0,"Adventure, Casual",999,English,0,141,Midnight Mysteries,40,"50,000 .. 100,000",84,999,MumboJumbo,28,5,72
665,32150,0,1030,8,TrueThought,0,"Casual, Indie, Strategy",499,English,0,521,Everyday Genius: SquareLogic,6,"0 .. 20,000",300,499,TrueThought,99,8,98
666,32160,12,83,0,MumboJumbo,0,"Sports, Casual",999,English,12,26,Zombie Bowl-o-Rama,42,"50,000 .. 100,000",239,999,MumboJumbo,63,5,90
667,32200,0,245,1,Black Jacket Studios,0,"Action, Indie, Racing, Sports",999,English,0,144,Metal Drift,45,"20,000 .. 50,000",83,999,Black Jacket Studios,24,5,73
668,32310,0,44,0,LucasArts,0,Adventure,599,English,0,11,Indiana Jones and the Last Crusade,31,"50,000 .. 100,000",119,599,"LucasArts, Lucasfilm, Disney Interactive",49,8,79
669,32330,717,371,18,Traveller's Tales,0,"Action, Adventure",1999,"English, Danish, French, German, Italian, Spanish - Spain",717,318,LEGO Indiana Jones: The Original Adventures,79,"20,000 .. 50,000",283,1999,"LucasArts, Lucasfilm, Disney Interactive",47,7,76
670,32340,0,112,3,LucasArts,0,Adventure,599,English,0,29,LOOM,41,"100,000 .. 200,000",300,599,"LucasArts, Lucasfilm, Disney Interactive",69,13,87
671,32350,0,99,4,LucasArts,0,"Action, Simulation",599,"English, French, Italian, German, Spanish - Spain",0,18,STAR WARS Starfighter,233,"200,000 .. 500,000",216,599,"LucasArts, Lucasfilm, Disney Interactive",10,7,49
672,32360,22,292,67,LucasArts,0,Adventure,999,"English, French, German, Italian, Spanish - Spain",22,160,The Secret of Monkey Island: Special Edition,112,"200,000 .. 500,000",2116,999,"LucasArts, Lucasfilm, Disney Interactive",90,17,95
673,32370,281,787,439,"BioWare, Aspyr (Mac)",0,"Adventure, RPG",999,"English, German, Spanish - Spain, Italian, French",175,139,STAR WARS - Knights of the Old Republic,1550,"2,000,000 .. 5,000,000",11332,999,"LucasArts, Aspyr (Mac), Disney Interactive, Lucasfilm",69,20,87
674,32380,8,101,15,LucasArts,0,Action,599,"English, French, Italian, Spanish - Spain",8,13,STAR WARS Jedi Knight: Dark Forces II,310,"1,000,000 .. 2,000,000",755,599,"LucasArts, Lucasfilm, Disney Interactive",33,16,70
675,32390,0,68,8,LucasArts,0,Action,299,"English, French, Italian, Spanish - Spain",0,6,STAR WARS Jedi Knight - Mysteries of the Sith,190,"500,000 .. 1,000,000",355,299,"LucasArts, Lucasfilm, Disney Interactive",26,13,63
676,32400,63,88,14,LucasArts,0,Action,599,"English, French, German, Italian, Spanish - Spain",63,19,STAR WARS - Dark Forces,170,"500,000 .. 1,000,000",1484,599,"LucasArts, Lucasfilm, Disney Interactive",74,13,90
677,32410,0,23,0,LucasArts,0,Casual,599,"English, French, German",0,22,Lucidity,16,"20,000 .. 50,000",37,599,"LucasArts, Lucasfilm, Disney Interactive",31,5,70
678,32420,2,80,5,Krome Studios,0,Action,1999,English,2,14,STAR WARS: The Clone Wars - Republic Heroes,276,"500,000 .. 1,000,000",163,1999,"LucasArts, Lucasfilm, Disney Interactive",5,10,35
679,32430,55,357,73,"LucasArts, Aspyr Studios",0,Action,1999,"English, French, German, Italian, Spanish - Spain",82,153,STAR WARS - The Force Unleashed Ultimate Sith Edition,1352,"1,000,000 .. 2,000,000",2247,1999,"LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",22,14,64
680,32440,468,576,125,"Traveller's Tales, Feral Interactive (Mac)",0,Adventure,1999,"English, French, Italian, German, Spanish - Spain",137,167,LEGO Star Wars - The Complete Saga,247,"500,000 .. 1,000,000",2878,1999,"LucasArts, Lucasfilm, Disney Interactive, Feral Interactive (Mac)",84,20,91
681,32450,0,485,10,Traveller's Tales,0,Adventure,1999,"English, French, Italian, German, Spanish - Spain",0,501,LEGO Indiana Jones 2: The Adventure Continues,58,"20,000 .. 50,000",154,1999,"LucasArts, Lucasfilm, Disney Interactive",36,11,72
682,32460,57,344,45,LucasArts,0,Adventure,999,"English, German, Italian, Spanish - Spain, French",113,184,Monkey Island 2 Special Edition: LeChuck’s Revenge,60,"200,000 .. 500,000",1164,999,"LucasArts, Lucasfilm, Disney Interactive",93,14,95
683,32470,149,1074,1387,Petroglyph,0,Strategy,1999,"English, French, Italian, German, Spanish - Spain",115,190,STAR WARS Empire at War - Gold Pack,375,"1,000,000 .. 2,000,000",6350,1999,"LucasArts, Lucasfilm, Disney Interactive",90,20,94
684,32500,142,268,34,Aspyr Studios,0,Action,1999,"English, French, German, Italian, Spanish - Spain, Polish, Russian",249,204,STAR WARS: The Force Unleashed II,1320,"1,000,000 .. 2,000,000",1852,1999,"LucasArts, Lucasfilm, Disney Interactive",18,12,59
685,32510,114,651,55,Traveller's Tales,0,"Action, Adventure",1999,"English, Danish, French, German, Italian, Spanish - Spain",143,297,LEGO Star Wars III - The Clone Wars,136,"100,000 .. 200,000",799,1999,"LucasArts, Lucasfilm, Disney Interactive",63,17,85
686,32610,0,1192,0,NovaLogic,0,Action,1999,English,0,2200,Delta Force Xtreme 2,30,"0 .. 20,000",48,1999,"NovaLogic, THQ Nordic",21,2,62
687,32620,0,286,0,NovaLogic,0,Action,499,English,0,251,Delta Force,23,"100,000 .. 200,000",216,499,"NovaLogic, THQ Nordic",77,4,90
688,32630,0,133,10,NovaLogic,0,Action,499,English,0,104,Delta Force 2,27,"20,000 .. 50,000",159,499,"NovaLogic, THQ Nordic",63,4,85
689,32640,0,270,0,NovaLogic,0,Action,999,English,0,109,Delta Force Land Warrior,12,"20,000 .. 50,000",119,999,"NovaLogic, THQ Nordic",77,4,91
690,32650,0,60,0,NovaLogic,0,Action,999,English,0,93,Delta Force: Task Force Dagger,14,"0 .. 20,000",57,999,"NovaLogic, THQ Nordic",52,2,80
691,32660,0,66,0,NovaLogic,0,Action,1999,English,0,94,Delta Force: Xtreme,12,"0 .. 20,000",40,1999,"NovaLogic, THQ Nordic",44,2,77
692,32670,0,83,9,NovaLogic,0,Action,1499,English,0,49,Delta Force: Black Hawk Down,21,"100,000 .. 200,000",245,1499,"NovaLogic, THQ Nordic",84,5,91
693,32680,0,367,0,Ritual Entertainment,0,Action,999,English,0,290,Delta Force — Black Hawk Down: Team Sabre,15,"20,000 .. 50,000",164,999,"NovaLogic, THQ Nordic",80,2,92
694,32710,0,5,0,NovaLogic,0,Simulation,999,English,0,7,Armored Fist 3,8,"20,000 .. 50,000",27,999,"NovaLogic, THQ Nordic",45,2,75
695,32720,0,34,0,NovaLogic,0,Simulation,999,English,0,36,F-16 Multirole Fighter,12,"0 .. 20,000",38,999,"NovaLogic, THQ Nordic",44,2,72
696,32730,0,11,0,NovaLogic,0,Simulation,999,English,0,16,F-22 Lightning 3,24,"20,000 .. 50,000",47,999,"NovaLogic, THQ Nordic",27,2,63
697,32740,0,66,0,NovaLogic,0,Simulation,999,English,0,119,MiG-29 Fulcrum,8,"0 .. 20,000",32,999,"NovaLogic, THQ Nordic",52,2,79
698,32750,0,60,0,NovaLogic,0,"Action, Simulation",999,English,0,78,Comanche 4,15,"20,000 .. 50,000",90,999,"NovaLogic, THQ Nordic",63,4,87
699,32760,0,52,0,NovaLogic,0,Simulation,999,English,0,71,Tachyon: The Fringe,13,"20,000 .. 50,000",100,999,"NovaLogic, THQ Nordic",71,5,89
700,32770,43,61,7,NovaLogic,0,Action,1999,English,43,79,Joint Operations: Combined Arms Gold,16,"20,000 .. 50,000",118,1999,"NovaLogic, THQ Nordic",71,5,87
701,32800,330,475,107,Snowblind Studios,0,"Action, RPG",1999,"English, German, French, Italian, Spanish - Spain, Russian, Polish, Portuguese - Brazil",539,210,Lord of the Rings: War in the North,1695,"1,000,000 .. 2,000,000",5895,1999,Warner Bros. Interactive Entertainment,45,20,77
702,32900,0,116,6,Enlight Software Limited,0,"Casual, Indie, Simulation, Strategy",1999,"English, French",0,60,Restaurant Empire II,64,"50,000 .. 100,000",109,1999,Enlight Software Limited,23,6,64
703,33100,133,188,8,Sigma Team Inc.,0,"Action, Indie, RPG",499,"English, Russian",135,125,Alien Shooter,88,"200,000 .. 500,000",728,499,Sigma Team Inc.,74,13,89
704,33110,0,80,0,Sigma Team Inc.,0,"Action, Indie, RPG",499,"English, Russian",0,37,Alien Shooter: Revisited,74,"50,000 .. 100,000",140,499,Sigma Team Inc.,26,6,63
705,33120,165,241,9,Sigma Team Inc.,0,"Action, Indie, RPG",499,"English, Russian",165,56,Alien Shooter 2: Reloaded,77,"200,000 .. 500,000",926,499,Sigma Team Inc.,84,12,92
706,33130,40,135,3,Sigma Team Inc.,0,"Action, Indie, RPG",499,"English, Russian",65,65,Zombie Shooter,72,"100,000 .. 200,000",390,499,Sigma Team Inc.,61,10,86
707,33180,214,150,3,Sigma Team Inc.,0,"Action, Indie, RPG",999,"English, Russian",225,45,Zombie Shooter 2,82,"100,000 .. 200,000",287,999,Sigma Team Inc.,45,9,82
708,33210,0,763,21,"Blue Byte, Related Designs",0,"Simulation, Strategy",999,"English, French, Spanish - Spain",0,155,Dawn of Discovery,35,"50,000 .. 100,000",249,999,Ubisoft,69,7,87
709,33229,0,0,0,Ubisoft Montreal,0,Action,1999,"English, French, German, Italian, Spanish - Spain",0,0,Tom Clancy's Splinter Cell Conviction Deluxe Edition,512,"0 .. 20,000",1358,1999,Ubisoft,36,1,71
710,33230,124,1251,501,Ubisoft Montreal,0,"Action, Adventure",1999,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Danish, Dutch, Korean, Swedish",69,705,Assassin's Creed 2 Deluxe Edition,2543,"1,000,000 .. 2,000,000",14337,1999,Ubisoft,61,20,84
711,33250,340,608,175,,0,,0,,370,212,Anno 1404,75,"0 .. 20,000",573,0,,71,12,87
712,33320,0,416,6,Ubisoft Montreal,0,"Action, Adventure",999,"English, French, German, Italian, Spanish - Spain",0,199,Prince of Persia: The Forgotten Sands,253,"200,000 .. 500,000",503,999,Ubisoft,27,8,66
713,33390,0,111,0,Brightside Games,0,"Action, Indie",999,"English, French, German, Italian, Spanish - Spain",0,104,Zeit²,7,"0 .. 20,000",25,999,Ubisoft,47,4,76
714,33460,0,319,12,Ubisoft Montpellier,0,"Adventure, Simulation",1499,"English, French, German, Italian, Spanish - Spain",0,168,From Dust,738,"200,000 .. 500,000",1347,1499,Ubisoft,24,10,64
715,33520,0,306,20,"PopTop Software, BreakAway Games, Frog City Software",0,"Simulation, Strategy",699,English,0,30,Tropico Reloaded,56,"200,000 .. 500,000",401,699,Kalypso Media Digital,69,10,88
716,33540,0,23,0,,0,,0,,0,20,Dawn of Magic 2,23,"0 .. 20,000",36,0,,21,4,63
717,33550,0,6,0,"SkyFallen Entertainment, 1C Company, 1C-SoftClub",0,"Action, RPG",999,English,0,7,Time of Shadows,8,"0 .. 20,000",4,999,Kalypso Media Digital,4,2,27
718,33570,0,326,27,Ascaron Entertainment ltd.,0,"RPG, Simulation, Strategy",499,English,0,69,Patrician III,77,"50,000 .. 100,000",280,499,Kalypso Media Digital,47,7,78
719,33580,0,141,1,Ascaron Entertainment ltd.,0,"Simulation, Strategy",499,English,0,48,The Great Art Race,32,"0 .. 20,000",56,499,Assemble Entertainment,23,2,63
720,33600,0,137,21,Revolution Software Ltd,0,Adventure,599,"English, French, Italian, German, Spanish - Spain",0,26,Broken Sword 2 - the Smoking Mirror: Remastered,47,"200,000 .. 500,000",418,599,Revolution Software Ltd,74,15,89
721,33610,0,248,0,Revolution Software Ltd,0,Adventure,599,English,0,62,Broken Sword 3 - the Sleeping Dragon,162,"100,000 .. 200,000",171,599,Revolution Software Ltd,12,7,49
722,33620,0,207,3,Synetic,0,"Action, Racing",599,"English, French, German",0,123,Crash Time 3,61,"20,000 .. 50,000",225,599,Kalypso Media Digital,47,6,80
723,33650,0,318,4,Ideas Pad,0,Casual,499,"English, French, German, Italian, Spanish - Spain",0,221,Puzzler World,37,"100,000 .. 200,000",297,499,Merge Games,71,3,88
724,33660,0,41,0,Kokakiki,0,"Casual, Indie",499,English,0,69,Ziro,7,"0 .. 20,000",21,499,Kalypso Media Digital,42,3,72
725,33670,0,559,11,"Akella, .dat",0,"Strategy, RPG",1499,"English, French, German",0,133,Disciples III - Renaissance Steam Special Edition,128,"50,000 .. 100,000",164,1499,Kalypso Media Digital,16,5,61
726,33680,84,144,1,Zaratustra Productions,0,Indie,499,English,84,126,eversion,90,"50,000 .. 100,000",948,499,Zaratustra Productions,80,15,91
727,33700,0,10,0,dtp – young entertainment Gmbh &amp; Co. KG,0,"Casual, Simulation",699,English,0,10,Paws and Claws: Pampered Pets,2,"0 .. 20,000",1,699,"ValuSoft, Retroism",,2,0
728,33710,0,5,0,dtp – young entertainment Gmbh &amp; Co. KG,0,"Casual, Simulation",699,English,0,5,Paws and Claws: Pet School,2,"0 .. 20,000",1,699,"ValuSoft, Retroism",,2,0
729,33720,1,1,0,dtp – young entertainment Gmbh &amp; Co. KG,0,"Casual, Simulation",699,English,1,1,Paws and Claws: Pet Vet,0,"0 .. 20,000",5,699,"ValuSoft, Retroism",,2,0
730,33730,36,104,0,,0,,999,English,60,44,18 Wheels of Steel: Extreme Trucker,56,"50,000 .. 100,000",106,999,"ValuSoft, Play Hard Games",26,2,67
731,33750,0,278,1,,0,Simulation,2499,English,0,537,Prison Tycoon 4: SuperMax,23,"0 .. 20,000",6,2499,"ValuSoft, Retroism",2,2,19
732,33760,0,0,0,Bamtang,0,Casual,699,English,0,0,The Search for Amelia Earhart,4,"0 .. 20,000",1,699,"ValuSoft, Retroism",,2,0
733,33770,0,807,2,DTP,0,RPG,1999,English,0,839,Drakensang: The River of Time,35,"50,000 .. 100,000",147,1999,Valusoft,52,9,75
734,33790,0,148,0,"Gunnar Games, Inc.",0,Casual,1999,English,0,148,Elizabeth Find M.D. - Diagnosis Mystery - Season 2,13,"0 .. 20,000",16,1999,ValuSoft,,2,0
735,33900,0,579,6,Bohemia Interactive,0,"Action, Simulation, Strategy",1299,English,0,49,Arma 2,355,"1,000,000 .. 2,000,000",1723,1299,Bohemia Interactive,56,20,83
736,33910,29,227,69,Bohemia Interactive,0,"Action, Simulation, Strategy",0,English,25,36,ARMA 2,152,"0 .. 20,000",237,0,Bohemia Interactive,20,3,60
737,33930,914,3814,1041,Bohemia Interactive,0,"Action, Simulation, Strategy",1999,"English, Czech, French, Italian, Spanish - Spain, German, Polish, Russian",170,311,Arma 2: Operation Arrowhead,1513,"2,000,000 .. 5,000,000",17595,1999,Bohemia Interactive,84,20,91
738,33950,0,140,2,Altar Games,0,"Casual, Indie",499,"English, Czech",0,13,Fish Fillets 2,56,"100,000 .. 200,000",150,499,Bohemia Interactive,36,6,96
739,33980,0,103,0,Centauri Production,0,Action,999,English,0,65,Pound of Ground,49,"20,000 .. 50,000",77,999,Bohemia Interactive,21,5,61
740,33990,0,167,0,Centauri Production,0,Adventure,1299,English,0,200,Alternativa,84,"20,000 .. 50,000",82,1299,Bohemia Interactive,11,6,49
741,34010,31,433,25,Obsidian Entertainment,0,"Action, RPG",1499,"English, French, German, Italian, Spanish - Spain",59,91,Alpha Protocol,767,"500,000 .. 1,000,000",3063,1499,SEGA,49,20,82
742,34030,172,2306,1802,"CREATIVE ASSEMBLY, Feral Interactive (Mac)",0,Strategy,2499,"English, Czech, French, German, Italian, Polish, Russian, Spanish - Spain",111,454,Total War: NAPOLEON – Definitive Edition,886,"1,000,000 .. 2,000,000",8363,2499,"SEGA, Feral Interactive (Mac)",77,19,88
743,34180,0,0,0,Eurocom,0,Sports,0,English,0,0,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,3,"0 .. 20,000",3,0,SEGA,,1,0
744,34190,30,171,13,Sumo Digital,0,Racing,999,English,50,56,Sonic & SEGA All-Stars Racing,164,"100,000 .. 200,000",592,999,SEGA,47,13,78
745,34270,93,248,96,D3T Limited,0,"Action, Adventure, Casual, RPG",2999,English,44,120,SEGA Mega Drive and Genesis Classics,490,"200,000 .. 500,000",1949,2999,SEGA,49,13,79
746,34272,0,0,0,SEGA,0,Action,99,English,0,0,Comix Zone,0,"0 .. 20,000",9,99,SEGA,,12,0
747,34273,0,0,0,SEGA,0,Action,99,English,0,0,Crack Down,0,"0 .. 20,000",6,99,SEGA,,3,0
748,34274,0,0,0,SEGA,0,Action,99,English,0,0,Ecco the Dolphin,1,"0 .. 20,000",7,99,SEGA,,11,0
749,34275,0,0,0,SEGA,0,Strategy,99,English,0,0,Gain Ground,0,"0 .. 20,000",6,99,SEGA,,1,0
750,34276,0,0,0,SEGA,0,Action,99,English,0,0,Golden Axe,1,"0 .. 20,000",17,99,SEGA,,12,0
751,34277,0,0,0,SEGA,0,Action,99,English,0,0,Shinobi III: Return of the Ninja Master,0,"0 .. 20,000",4,99,SEGA,,6,0
752,34278,0,0,0,SEGA,0,,499,English,0,0,Sonic 3D Blast,1,"0 .. 20,000",10,499,SEGA,,8,0
753,34279,0,0,0,SEGA,0,Action,99,English,0,0,Space Harrier II,0,"0 .. 20,000",5,99,SEGA,,4,0
754,34280,0,0,0,SEGA,0,Action,99,English,0,0,VectorMan,0,"0 .. 20,000",7,99,SEGA,,4,0
755,34281,0,0,0,SEGA,0,Action,99,English,0,0,Altered Beast,1,"0 .. 20,000",7,99,SEGA,,6,0
756,34282,0,0,0,SEGA,0,Action,99,English,0,0,Shadow Dancer,1,"0 .. 20,000",5,99,SEGA,,6,0
757,34283,0,0,0,SEGA,0,,99,English,0,0,Alex Kidd in the Enchanted Castle,3,"0 .. 20,000",2,99,SEGA,,5,0
758,34284,0,0,0,SEGA,0,Action,99,English,0,0,Bonanza Bros.,0,"0 .. 20,000",5,99,SEGA,,2,0
759,34285,0,0,0,SEGA,0,"Casual, Strategy",99,English,0,0,Columns,1,"0 .. 20,000",6,99,SEGA,,3,0
760,34286,0,0,0,SEGA,0,"Casual, Strategy",499,English,0,0,Dr. Robotnik’s Mean Bean Machine,1,"0 .. 20,000",7,499,SEGA,,6,0
761,34287,0,0,0,SEGA,0,Adventure,99,English,0,0,Ecco Jr.,1,"0 .. 20,000",4,99,SEGA,,2,0
762,34288,0,0,0,SEGA,0,Action,99,English,0,0,Eternal Champions,0,"0 .. 20,000",3,99,SEGA,,3,0
763,34289,0,0,0,SEGA,0,RPG,99,English,0,0,Fatal Labyrinth,0,"0 .. 20,000",7,99,SEGA,,2,0
764,34310,0,0,0,SEGA,0,Action,99,English,0,0,Galaxy Force II,1,"0 .. 20,000",3,99,SEGA,,1,0
765,34311,0,0,0,SEGA,0,,99,English,0,0,Kid Chameleon,0,"0 .. 20,000",3,99,SEGA,,2,0
766,34312,0,0,0,SEGA,0,,99,English,0,0,Ristar,0,"0 .. 20,000",5,99,SEGA,,5,0
767,34313,0,0,0,SEGA,0,Action,499,English,0,0,Sonic Spinball,0,"0 .. 20,000",6,499,SEGA,,7,0
768,34314,0,0,0,SEGA,0,"Action, Simulation",99,English,0,0,Super Thunder Blade,1,"0 .. 20,000",2,99,SEGA,,2,0
769,34315,0,0,0,SEGA,0,Action,99,English,0,0,Alien Storm,0,"0 .. 20,000",4,99,SEGA,,3,0
770,34316,0,0,0,SEGA,0,Action,99,English,0,0,Bio-Hazard Battle,0,"0 .. 20,000",5,99,SEGA,,2,0
771,34317,0,0,0,SEGA,0,Casual,99,English,0,0,Columns III,1,"0 .. 20,000",2,99,SEGA,,2,0
772,34318,0,0,0,SEGA,0,,99,English,0,0,Decap Attack,0,"0 .. 20,000",5,99,SEGA,,2,0
773,34319,0,0,0,SEGA,0,Adventure,99,English,0,0,Ecco: The Tides of Time,0,"0 .. 20,000",3,99,SEGA,,3,0
774,34410,0,211,2,Haggard Games,0,Action,699,"English, Russian, Italian, Spanish - Spain, French",0,55,Death to Spies: Moment of Truth,42,"100,000 .. 200,000",258,699,1C Entertainment,66,7,83
775,34420,0,123,0,Unicorn Games Studio,0,Strategy,499,"English, Russian, Spanish - Spain, Italian",0,161,XIII Century – Gold Edition,55,"50,000 .. 100,000",55,499,1C Entertainment,11,3,44
776,34500,0,86,0,SaintXi,0,"Indie, Simulation, Strategy",1499,English,0,162,Light of Altair,7,"0 .. 20,000",31,1499,SaintXi,54,5,82
777,34600,0,563,14,Wargaming.net,0,Strategy,799,"English, French, German, Italian, Polish, Russian, Spanish - Spain",0,74,Order of War,89,"200,000 .. 500,000",262,799,Square Enix,40,3,71
778,34630,0,1095,0,Wargaming.net,0,Strategy,999,English,0,1095,Massive Assault,2,"0 .. 20,000",7,999,Matrix Games/GMX Media,,3,0
779,34640,0,25184,0,Wargaming.net,0,Strategy,999,English,0,25184,Massive Assault: Phantom Renaissance,2,"0 .. 20,000",11,999,Wargaming.net,61,2,84
780,34800,0,113,1,City Interactive S.A.,0,Adventure,499,English,0,164,Chronicles of Mystery: The Scorpio Ritual,21,"20,000 .. 50,000",45,499,City Interactive S.A.,30,3,75
781,34810,0,34,0,City Interactive,0,"Action, Simulation",299,"English, French, Italian, German",0,53,Project Freedom,27,"20,000 .. 50,000",79,299,CI Games,40,4,78
782,34820,5,94,4,City Interactive,0,Simulation,499,"English, French, German, Italian, Spanish - Spain",5,25,Combat Wings: Battle of Britain,97,"100,000 .. 200,000",362,499,CI Games,47,6,79
783,34830,130,473,79,City Interactive,0,Action,799,"English, French, German, Italian, Polish, Spanish - Spain",20,84,Sniper: Ghost Warrior,1646,"500,000 .. 1,000,000",2061,799,CI Games,15,11,55
784,34870,149,405,164,City Interactive,0,Action,999,"English, French, German, Italian, Spanish - Spain, Polish, Czech",66,134,Sniper: Ghost Warrior 2,2600,"2,000,000 .. 5,000,000",6523,999,CI Games,35,20,69
785,34900,4487,1474,20,Invent4 Entertainment,0,Indie,99,English,8921,117,Bad Rats: the Rats' Revenge,2986,"200,000 .. 500,000",10437,99,Strategy First,45,20,75
786,34920,0,41,0,Invent4 Entertainment,0,"Action, Casual, Indie",999,English,0,26,Razor2: Hidden Skies,154,"50,000 .. 100,000",49,999,Strategy First,2,7,21
787,35000,35,166,33,IO Interactive,0,"Action, Adventure",999,"English, French, German, Italian, Spanish - Spain",48,43,Mini Ninjas,249,"200,000 .. 500,000",1496,999,Square Enix,63,16,86
788,35030,1198,5009,29,,0,,0,,1198,7252,Championship Manager 2010,0,"0 .. 20,000",0,0,,,0,0
789,35070,0,87,0,Honeyslug,0,Casual,399,"English, French, German, Italian, Spanish - Spain",0,109,Flora's Fruit Farm,26,"50,000 .. 100,000",57,399,Square Enix,30,2,64
790,35130,86,244,27,Crystal Dynamics,0,"Action, Adventure",999,"English, French, German, Italian, Spanish - Spain",23,107,Lara Croft and the Guardian of Light,228,"500,000 .. 1,000,000",2454,999,Square Enix,80,20,92
791,35140,134,603,250,"Rocksteady Studios, Feral Interactive (Mac)",0,"Action, Adventure",1999,"English, French, German, Italian, Spanish - Spain",61,371,Batman: Arkham Asylum Game of the Year Edition,834,"2,000,000 .. 5,000,000",19862,1999,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",93,20,95
792,35300,0,286,1,GFI Russia,0,Strategy,1299,English,0,32,Warfare,26,"50,000 .. 100,000",71,1299,Game Factory Interactive,38,3,70
793,35310,0,178,0,Targem Games,0,"Action, Racing",999,English,0,72,Clutch,45,"20,000 .. 50,000",84,999,Game Factory Interactive,26,6,73
794,35320,7,61,1,Targem Games,0,Racing,1499,"English, Russian",7,26,Insane 2,66,"50,000 .. 100,000",325,1499,Game Factory Interactive,58,6,74
795,35450,211,1107,584,Tripwire Interactive,0,"Action, Massively Multiplayer, Simulation",1999,"English, French, German, Russian, Polish",84,249,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2238,"2,000,000 .. 5,000,000",26691,1999,Tripwire Interactive,84,20,93
796,35460,0,113,4,Teotl Studios,0,"Action, Adventure, Indie",999,"English, Danish, Dutch, French, German, Italian, Spanish - Spain, Swedish",0,43,The Ball,210,"200,000 .. 500,000",601,999,Tripwire Interactive,40,9,74
797,35480,5,167,3,Power of 2,0,"Strategy, Indie, Casual",999,English,5,51,Dwarfs!?,172,"200,000 .. 500,000",613,999,Tripwire Interactive,47,9,80
798,35600,0,148,0,Frima,0,"Adventure, Casual, Strategy",499,"English, French, Japanese",0,151,Big Brain Wolf,36,"20,000 .. 50,000",44,499,Frima,15,5,54
799,35700,72,305,179,Frozenbyte,85,"Action, Adventure, Indie",1499,"English, French, German, Italian, Spanish - Spain",75,202,Trine Enchanted Edition,390,"1,000,000 .. 2,000,000",9305,224,Frozenbyte,93,20,96
800,35720,100,373,250,Frozenbyte,85,"Action, Adventure, Indie",1999,"English, Finnish, French, German, Italian, Spanish - Spain, Czech, Hungarian, Korean, Portuguese - Brazil, Romanian, Russian, Turkish, Polish, Traditional Chinese",80,201,Trine 2: Complete Story,688,"2,000,000 .. 5,000,000",16206,299,Frozenbyte,93,20,95
